record_id,date,station_name,neighborhood,hour,pickups,returns,weather,temperature_c,day_of_week,is_holiday
1186,2024-10-21,Krutenau,Krutenau,13,24,15,Cloudy,12.9,Monday,No
1187,2024-10-22,Meinau,Meinau,9,28,30,Sunny,14.2,Tuesday,No
1188,2024-10-22,Place de Bordeaux,Wacken,17,26,35,Sunny,14.2,Tuesday,No
1189,2024-10-22,Place Broglie,Centre-Ville,17,57,58,Sunny,14.2,Tuesday,No
1190,2024-10-23,Meinau,Meinau,19,3,2,Snowy,15.2,Wednesday,No
1191,2024-10-23,Cathedrale,Centre-Ville,14,3,3,Snowy,15.2,Wednesday,No
1192,2024-10-23,Schiltigheim Centre,Schiltigheim,14,4,3,Snowy,15.2,Wednesday,No
1193,2024-10-23,Place de Haguenau,Haguenau,8,5,6,Snowy,15.2,Wednesday,No
1194,2024-10-24,Quai des Bateliers,Centre-Ville,7,10,12,Rainy,11.0,Thursday,No
1195,2024-10-24,Parc de lOrangerie,Orangerie,13,11,9,Rainy,11.0,Thursday,No
1196,2024-10-24,Krutenau,Krutenau,7,4,3,Rainy,11.0,Thursday,No
1197,2024-10-24,Place Kleber,Centre-Ville,17,2,2,Rainy,11.0,Thursday,No
1198,2024-10-25,Parlement Europeen,Wacken,8,14,13,Rainy,7.9,Friday,No
1199,2024-10-25,Schiltigheim Centre,Schiltigheim,17,14,18,Rainy,7.9,Friday,No
1200,2024-10-25,Neudorf Marche,Neudorf,17,14,9,Rainy,7.9,Friday,No
1201,2024-10-26,Cronenbourg,Cronenbourg,12,13,13,Partly Cloudy,9.5,Saturday,No
1202,2024-10-26,Illkirch Graffenstaden,Illkirch,14,8,5,Partly Cloudy,9.5,Saturday,No
1203,2024-10-26,Rue du Faubourg National,Gare,17,19,19,Partly Cloudy,9.5,Saturday,No
1204,2024-10-26,Place de Bordeaux,Wacken,18,13,12,Partly Cloudy,9.5,Saturday,No
1205,2024-10-26,Robertsau,Robertsau,17,30,36,Partly Cloudy,9.5,Saturday,No
1206,2024-10-27,Lingolsheim,Lingolsheim,18,21,24,Sunny,10.2,Sunday,No
1207,2024-10-27,Campus Esplanade,Esplanade,12,8,7,Sunny,10.2,Sunday,No
1208,2024-10-27,Schiltigheim Centre,Schiltigheim,18,22,23,Sunny,10.2,Sunday,No
1209,2024-10-28,Schiltigheim Centre,Schiltigheim,9,40,54,Partly Cloudy,9.7,Monday,No
1210,2024-10-28,Quai des Bateliers,Centre-Ville,14,23,19,Partly Cloudy,9.7,Monday,No
1211,2024-10-28,Place Broglie,Centre-Ville,10,19,20,Partly Cloudy,9.7,Monday,No
1212,2024-10-28,Krutenau,Krutenau,10,15,11,Partly Cloudy,9.7,Monday,No
1213,2024-10-29,Lingolsheim,Lingolsheim,8,34,22,Sunny,8.0,Tuesday,No
1214,2024-10-29,Gare Centrale,Gare,8,30,29,Sunny,8.0,Tuesday,No
1215,2024-10-29,Parc de lOrangerie,Orangerie,7,13,8,Sunny,8.0,Tuesday,No
1216,2024-10-29,Campus Esplanade,Esplanade,9,40,42,Sunny,8.0,Tuesday,No
1217,2024-10-30,Place Broglie,Centre-Ville,18,56,44,Cloudy,10.8,Wednesday,No
1218,2024-10-30,Gare Centrale,Gare,12,14,15,Cloudy,10.8,Wednesday,No
1219,2024-10-30,Place de la Republique,Republique,12,27,17,Cloudy,10.8,Wednesday,No
1220,2024-10-30,Meinau,Meinau,10,11,13,Cloudy,10.8,Wednesday,No
1221,2024-10-31,Parlement Europeen,Wacken,14,17,14,Sunny,10.1,Thursday,No
1222,2024-10-31,Krutenau,Krutenau,14,17,20,Sunny,10.1,Thursday,No
1223,2024-10-31,Meinau,Meinau,7,15,11,Sunny,10.1,Thursday,No
1224,2024-10-31,Porte de lHopital,Centre-Ville,8,40,41,Sunny,10.1,Thursday,No
1225,2024-11-01,Robertsau,Robertsau,13,11,10,Cloudy,6.0,Friday,Yes
1226,2024-11-01,Place Arnold,Contades,12,18,17,Cloudy,6.0,Friday,Yes
1227,2024-11-01,Neudorf Marche,Neudorf,8,18,14,Cloudy,6.0,Friday,Yes
1228,2024-11-01,Place de Bordeaux,Wacken,17,18,11,Cloudy,6.0,Friday,Yes
1229,2024-11-02,Robertsau,Robertsau,19,8,10,Cloudy,10.1,Saturday,No
1230,2024-11-02,Rue du Faubourg National,Gare,9,17,13,Cloudy,10.1,Saturday,No
1231,2024-11-02,Place Kleber,Centre-Ville,9,34,33,Cloudy,10.1,Saturday,No
1232,2024-11-02,Neudorf Marche,Neudorf,10,12,9,Cloudy,10.1,Saturday,No
1233,2024-11-02,Parlement Europeen,Wacken,12,11,14,Cloudy,10.1,Saturday,No
1234,2024-11-03,Cronenbourg,Cronenbourg,9,13,16,Partly Cloudy,1.4,Sunday,No
1235,2024-11-03,Cathedrale,Centre-Ville,17,32,43,Partly Cloudy,1.4,Sunday,No
1236,2024-11-03,Parc de lOrangerie,Orangerie,18,29,33,Partly Cloudy,1.4,Sunday,No
1237,2024-11-03,Place Arnold,Contades,7,13,9,Partly Cloudy,1.4,Sunday,No
1238,2024-11-03,Illkirch Graffenstaden,Illkirch,12,12,8,Partly Cloudy,1.4,Sunday,No
1239,2024-11-04,Illkirch Graffenstaden,Illkirch,13,29,38,Partly Cloudy,7.7,Monday,No
1240,2024-11-04,Quai des Bateliers,Centre-Ville,10,11,8,Partly Cloudy,7.7,Monday,No
1241,2024-11-04,Parc de lOrangerie,Orangerie,18,55,73,Partly Cloudy,7.7,Monday,No
1242,2024-11-04,Place de Haguenau,Haguenau,18,41,52,Partly Cloudy,7.7,Monday,No
1243,2024-11-05,Robertsau,Robertsau,18,43,34,Sunny,0.9,Tuesday,No
1244,2024-11-05,Neudorf Marche,Neudorf,7,14,16,Sunny,0.9,Tuesday,No
1245,2024-11-05,Parlement Europeen,Wacken,7,12,9,Sunny,0.9,Tuesday,No
1246,2024-11-05,Illkirch Graffenstaden,Illkirch,9,32,26,Sunny,0.9,Tuesday,No
1247,2024-11-06,Parc de lOrangerie,Orangerie,10,3,3,Snowy,4.6,Wednesday,No
1248,2024-11-06,Illkirch Graffenstaden,Illkirch,14,1,0,Snowy,4.6,Wednesday,No
1249,2024-11-06,Place de Haguenau,Haguenau,9,8,7,Snowy,4.6,Wednesday,No
1250,2024-11-06,Cathedrale,Centre-Ville,19,3,2,Snowy,4.6,Wednesday,No
1251,2024-11-07,Neudorf Marche,Neudorf,19,16,19,Cloudy,7.2,Thursday,No
1252,2024-11-07,Schiltigheim Centre,Schiltigheim,10,9,5,Cloudy,7.2,Thursday,No
1253,2024-11-07,Campus Esplanade,Esplanade,8,50,63,Cloudy,7.2,Thursday,No
1254,2024-11-07,Rue du Faubourg National,Gare,19,14,13,Cloudy,7.2,Thursday,No
1255,2024-11-07,Place de la Republique,Republique,9,4,3,Cloudy,7.2,Thursday,No
1256,2024-11-08,Campus Esplanade,Esplanade,14,3,3,Snowy,3.2,Friday,No
1257,2024-11-08,Place Kleber,Centre-Ville,14,3,3,Snowy,3.2,Friday,No
1258,2024-11-08,Schiltigheim Centre,Schiltigheim,8,7,8,Snowy,3.2,Friday,No
1259,2024-11-08,Place Arnold,Contades,17,3,2,Snowy,3.2,Friday,No
1260,2024-11-08,Place de Haguenau,Haguenau,18,6,7,Snowy,3.2,Friday,No
1261,2024-11-09,Place Arnold,Contades,19,6,7,Sunny,6.0,Saturday,No
1262,2024-11-09,Lingolsheim,Lingolsheim,10,7,7,Sunny,6.0,Saturday,No
1263,2024-11-09,Cathedrale,Centre-Ville,10,8,8,Sunny,6.0,Saturday,No
1264,2024-11-09,Parlement Europeen,Wacken,13,15,14,Sunny,6.0,Saturday,No
1265,2024-11-09,Place de Haguenau,Haguenau,8,19,19,Sunny,6.0,Saturday,No
1266,2024-11-10,Campus Esplanade,Esplanade,17,7,7,Rainy,5.6,Sunday,No
1267,2024-11-10,Cronenbourg,Cronenbourg,17,8,9,Rainy,5.6,Sunday,No
1268,2024-11-10,Place Arnold,Contades,10,4,3,Rainy,5.6,Sunday,No
1269,2024-11-10,Place de Bordeaux,Wacken,13,6,8,Rainy,5.6,Sunday,No
1270,2024-11-11,Gare Centrale,Gare,12,8,8,Partly Cloudy,9.8,Monday,Yes
1271,2024-11-11,Place de Haguenau,Haguenau,14,10,10,Partly Cloudy,9.8,Monday,Yes
1272,2024-11-11,Robertsau,Robertsau,18,29,31,Partly Cloudy,9.8,Monday,Yes
1273,2024-11-12,Meinau,Meinau,19,16,11,Partly Cloudy,6.7,Tuesday,No
1274,2024-11-12,Place Kleber,Centre-Ville,13,26,18,Partly Cloudy,6.7,Tuesday,No
1275,2024-11-12,Illkirch Graffenstaden,Illkirch,13,19,24,Partly Cloudy,6.7,Tuesday,No
1276,2024-11-12,Schiltigheim Centre,Schiltigheim,19,18,11,Partly Cloudy,6.7,Tuesday,No
1277,2024-11-12,Campus Esplanade,Esplanade,17,18,22,Partly Cloudy,6.7,Tuesday,No
1278,2024-11-13,Campus Esplanade,Esplanade,12,12,10,Partly Cloudy,5.8,Wednesday,No
1279,2024-11-13,Parlement Europeen,Wacken,14,14,17,Partly Cloudy,5.8,Wednesday,No
1280,2024-11-13,Lingolsheim,Lingolsheim,10,23,23,Partly Cloudy,5.8,Wednesday,No
1281,2024-11-14,Parlement Europeen,Wacken,18,46,58,Partly Cloudy,4.2,Thursday,No
1282,2024-11-14,Place de Bordeaux,Wacken,19,7,4,Partly Cloudy,4.2,Thursday,No
1283,2024-11-14,Meinau,Meinau,8,36,37,Partly Cloudy,4.2,Thursday,No
1284,2024-11-15,Gare Centrale,Gare,19,11,10,Cloudy,7.8,Friday,No
1285,2024-11-15,Petite France,Centre-Ville,9,63,58,Cloudy,7.8,Friday,No
1286,2024-11-15,Place de Haguenau,Haguenau,10,8,6,Cloudy,7.8,Friday,No
1287,2024-11-15,Campus Esplanade,Esplanade,18,26,31,Cloudy,7.8,Friday,No
1288,2024-11-16,Schiltigheim Centre,Schiltigheim,19,8,6,Cloudy,5.9,Saturday,No
1289,2024-11-16,Place Kleber,Centre-Ville,19,11,8,Cloudy,5.9,Saturday,No
1290,2024-11-16,Porte de lHopital,Centre-Ville,19,16,12,Cloudy,5.9,Saturday,No
1291,2024-11-17,Cathedrale,Centre-Ville,9,6,7,Cloudy,3.8,Sunday,No
1292,2024-11-17,Lingolsheim,Lingolsheim,13,11,8,Cloudy,3.8,Sunday,No
1293,2024-11-17,Neudorf Marche,Neudorf,14,11,11,Cloudy,3.8,Sunday,No
1294,2024-11-17,Cronenbourg,Cronenbourg,9,20,18,Cloudy,3.8,Sunday,No
1295,2024-11-17,Parc de lOrangerie,Orangerie,9,21,24,Cloudy,3.8,Sunday,No
1296,2024-11-18,Place Arnold,Contades,10,5,5,Rainy,4.7,Monday,No
1297,2024-11-18,Robertsau,Robertsau,17,12,12,Rainy,4.7,Monday,No
1298,2024-11-18,Rue du Faubourg National,Gare,13,7,5,Rainy,4.7,Monday,No
1299,2024-11-19,Place Arnold,Contades,14,11,11,Partly Cloudy,13.2,Tuesday,No
1300,2024-11-19,Schiltigheim Centre,Schiltigheim,7,17,10,Partly Cloudy,13.2,Tuesday,No
1301,2024-11-19,Lingolsheim,Lingolsheim,17,35,41,Partly Cloudy,13.2,Tuesday,No
1302,2024-11-19,Robertsau,Robertsau,12,13,14,Partly Cloudy,13.2,Tuesday,No
1303,2024-11-20,Illkirch Graffenstaden,Illkirch,7,6,3,Rainy,3.7,Wednesday,No
1304,2024-11-20,Cathedrale,Centre-Ville,17,9,9,Rainy,3.7,Wednesday,No
1305,2024-11-20,Krutenau,Krutenau,8,16,17,Rainy,3.7,Wednesday,No
1306,2024-11-20,Place de la Republique,Republique,7,3,3,Rainy,3.7,Wednesday,No
1307,2024-11-21,Hopital Civil,Centre-Ville,10,3,2,Snowy,3.1,Thursday,No
1308,2024-11-21,Cronenbourg,Cronenbourg,7,3,3,Snowy,3.1,Thursday,No
1309,2024-11-21,Neudorf Marche,Neudorf,19,1,1,Snowy,3.1,Thursday,No
1310,2024-11-22,Hopital Civil,Centre-Ville,9,48,51,Partly Cloudy,9.2,Friday,No
1311,2024-11-22,Place de Bordeaux,Wacken,13,33,28,Partly Cloudy,9.2,Friday,No
1312,2024-11-22,Lingolsheim,Lingolsheim,7,11,15,Partly Cloudy,9.2,Friday,No
1313,2024-11-23,Place Kleber,Centre-Ville,13,14,18,Sunny,4.3,Saturday,No
1314,2024-11-23,Place Arnold,Contades,9,19,12,Sunny,4.3,Saturday,No
1315,2024-11-23,Place de Haguenau,Haguenau,10,7,7,Sunny,4.3,Saturday,No
1316,2024-11-23,Neudorf Marche,Neudorf,9,20,12,Sunny,4.3,Saturday,No
1317,2024-11-24,Porte de lHopital,Centre-Ville,18,25,27,Sunny,9.8,Sunday,No
1318,2024-11-24,Place Kleber,Centre-Ville,14,16,13,Sunny,9.8,Sunday,No
1319,2024-11-24,Schiltigheim Centre,Schiltigheim,8,21,27,Sunny,9.8,Sunday,No
1320,2024-11-25,Parlement Europeen,Wacken,13,20,16,Sunny,7.0,Monday,No
1321,2024-11-25,Quai des Bateliers,Centre-Ville,14,29,36,Sunny,7.0,Monday,No
1322,2024-11-25,Robertsau,Robertsau,18,41,29,Sunny,7.0,Monday,No
1323,2024-11-25,Place Kleber,Centre-Ville,18,18,19,Sunny,7.0,Monday,No
1324,2024-11-25,Gare Centrale,Gare,17,40,44,Sunny,7.0,Monday,No
1325,2024-11-26,Meinau,Meinau,8,24,19,Rainy,3.0,Tuesday,No
1326,2024-11-26,Place de Haguenau,Haguenau,19,5,5,Rainy,3.0,Tuesday,No
1327,2024-11-26,Petite France,Centre-Ville,18,25,23,Rainy,3.0,Tuesday,No
1328,2024-11-26,Robertsau,Robertsau,19,2,1,Rainy,3.0,Tuesday,No
1329,2024-11-26,Place de Bordeaux,Wacken,9,13,13,Rainy,3.0,Tuesday,No
1330,2024-11-27,Petite France,Centre-Ville,7,24,28,Cloudy,13.0,Wednesday,No
1331,2024-11-27,Hopital Civil,Centre-Ville,12,34,31,Cloudy,13.0,Wednesday,No
1332,2024-11-27,Robertsau,Robertsau,17,32,31,Cloudy,13.0,Wednesday,No
1333,2024-11-28,Place Kleber,Centre-Ville,10,19,11,Cloudy,1.8,Thursday,No
1334,2024-11-28,Schiltigheim Centre,Schiltigheim,17,32,36,Cloudy,1.8,Thursday,No
1335,2024-11-28,Porte de lHopital,Centre-Ville,7,7,4,Cloudy,1.8,Thursday,No
1336,2024-11-29,Petite France,Centre-Ville,10,27,29,Partly Cloudy,4.5,Friday,No
1337,2024-11-29,Place Broglie,Centre-Ville,12,21,13,Partly Cloudy,4.5,Friday,No
1338,2024-11-29,Place Kleber,Centre-Ville,13,35,46,Partly Cloudy,4.5,Friday,No
1339,2024-11-30,Place de Haguenau,Haguenau,12,16,15,Partly Cloudy,3.7,Saturday,No
1340,2024-11-30,Illkirch Graffenstaden,Illkirch,19,7,8,Partly Cloudy,3.7,Saturday,No
1341,2024-11-30,Porte de lHopital,Centre-Ville,7,13,13,Partly Cloudy,3.7,Saturday,No
1342,2024-11-30,Gare Centrale,Gare,9,10,10,Partly Cloudy,3.7,Saturday,No
1343,2024-11-30,Parlement Europeen,Wacken,12,19,16,Partly Cloudy,3.7,Saturday,No
1344,2024-12-01,Place Broglie,Centre-Ville,17,13,10,Partly Cloudy,6.9,Sunday,No
1345,2024-12-01,Campus Esplanade,Esplanade,18,4,3,Partly Cloudy,6.9,Sunday,No
1346,2024-12-01,Place Kleber,Centre-Ville,7,3,3,Partly Cloudy,6.9,Sunday,No
1347,2024-12-01,Place de la Republique,Republique,12,7,9,Partly Cloudy,6.9,Sunday,No
1348,2024-12-01,Illkirch Graffenstaden,Illkirch,7,3,2,Partly Cloudy,6.9,Sunday,No
1349,2024-12-02,Porte de lHopital,Centre-Ville,17,19,23,Cloudy,2.4,Monday,No
1350,2024-12-02,Neudorf Marche,Neudorf,14,9,6,Cloudy,2.4,Monday,No
1351,2024-12-02,Cronenbourg,Cronenbourg,18,19,14,Cloudy,2.4,Monday,No
1352,2024-12-02,Robertsau,Robertsau,14,5,6,Cloudy,2.4,Monday,No
1353,2024-12-03,Place de Bordeaux,Wacken,14,1,1,Snowy,-0.9,Tuesday,No
1354,2024-12-03,Place Arnold,Contades,19,1,1,Snowy,-0.9,Tuesday,No
1355,2024-12-03,Campus Esplanade,Esplanade,8,5,4,Snowy,-0.9,Tuesday,No
1356,2024-12-03,Petite France,Centre-Ville,14,1,0,Snowy,-0.9,Tuesday,No
1357,2024-12-04,Place Arnold,Contades,8,4,5,Snowy,4.3,Wednesday,No
1358,2024-12-04,Place Broglie,Centre-Ville,13,0,0,Snowy,4.3,Wednesday,No
1359,2024-12-04,Place Kleber,Centre-Ville,18,4,4,Snowy,4.3,Wednesday,No
1360,2024-12-04,Illkirch Graffenstaden,Illkirch,9,3,3,Snowy,4.3,Wednesday,No
1361,2024-12-05,Quai des Bateliers,Centre-Ville,9,18,19,Cloudy,1.5,Thursday,No
1362,2024-12-05,Place de la Republique,Republique,9,21,23,Cloudy,1.5,Thursday,No
1363,2024-12-05,Parc de lOrangerie,Orangerie,14,6,4,Cloudy,1.5,Thursday,No
1364,2024-12-05,Place Arnold,Contades,9,13,16,Cloudy,1.5,Thursday,No
1365,2024-12-05,Place de Haguenau,Haguenau,17,17,18,Cloudy,1.5,Thursday,No
1366,2024-12-06,Lingolsheim,Lingolsheim,17,22,25,Cloudy,3.2,Friday,No
1367,2024-12-06,Petite France,Centre-Ville,14,9,9,Cloudy,3.2,Friday,No
1368,2024-12-06,Porte de lHopital,Centre-Ville,17,26,28,Cloudy,3.2,Friday,No
1369,2024-12-06,Hopital Civil,Centre-Ville,9,27,25,Cloudy,3.2,Friday,No
1370,2024-12-07,Krutenau,Krutenau,14,5,6,Cloudy,0.1,Saturday,No
1371,2024-12-07,Quai des Bateliers,Centre-Ville,9,12,8,Cloudy,0.1,Saturday,No
1372,2024-12-07,Place Broglie,Centre-Ville,17,24,15,Cloudy,0.1,Saturday,No
1373,2024-12-08,Place Broglie,Centre-Ville,10,0,0,Snowy,5.6,Sunday,No
1374,2024-12-08,Krutenau,Krutenau,8,2,2,Snowy,5.6,Sunday,No
1375,2024-12-08,Gare Centrale,Gare,17,2,2,Snowy,5.6,Sunday,No
1376,2024-12-08,Place de la Republique,Republique,7,1,1,Snowy,5.6,Sunday,No
1377,2024-12-09,Krutenau,Krutenau,14,5,3,Partly Cloudy,3.3,Monday,No
1378,2024-12-09,Campus Esplanade,Esplanade,18,20,12,Partly Cloudy,3.3,Monday,No
1379,2024-12-09,Parlement Europeen,Wacken,14,6,7,Partly Cloudy,3.3,Monday,No
1380,2024-12-09,Illkirch Graffenstaden,Illkirch,13,20,19,Partly Cloudy,3.3,Monday,No
1381,2024-12-09,Place de Haguenau,Haguenau,8,16,15,Partly Cloudy,3.3,Monday,No
1382,2024-12-10,Robertsau,Robertsau,17,5,3,Rainy,2.9,Tuesday,No
1383,2024-12-10,Place de la Republique,Republique,9,6,6,Rainy,2.9,Tuesday,No
1384,2024-12-10,Cronenbourg,Cronenbourg,14,3,2,Rainy,2.9,Tuesday,No
1385,2024-12-10,Meinau,Meinau,18,9,9,Rainy,2.9,Tuesday,No
1386,2024-12-11,Campus Esplanade,Esplanade,9,10,11,Rainy,5.1,Wednesday,No
1387,2024-12-11,Meinau,Meinau,17,6,8,Rainy,5.1,Wednesday,No
1388,2024-12-11,Illkirch Graffenstaden,Illkirch,13,5,4,Rainy,5.1,Wednesday,No
1389,2024-12-12,Parlement Europeen,Wacken,14,8,9,Cloudy,4.1,Thursday,No
1390,2024-12-12,Illkirch Graffenstaden,Illkirch,14,9,12,Cloudy,4.1,Thursday,No
1391,2024-12-12,Petite France,Centre-Ville,12,20,27,Cloudy,4.1,Thursday,No
1392,2024-12-12,Place Kleber,Centre-Ville,7,7,4,Cloudy,4.1,Thursday,No
1393,2024-12-13,Petite France,Centre-Ville,10,1,1,Snowy,3.4,Friday,No
1394,2024-12-13,Place de Haguenau,Haguenau,18,4,4,Snowy,3.4,Friday,No
1395,2024-12-13,Campus Esplanade,Esplanade,12,2,2,Snowy,3.4,Friday,No
1396,2024-12-14,Gare Centrale,Gare,10,3,3,Partly Cloudy,-0.2,Saturday,No
1397,2024-12-14,Porte de lHopital,Centre-Ville,8,19,22,Partly Cloudy,-0.2,Saturday,No
1398,2024-12-14,Schiltigheim Centre,Schiltigheim,12,7,5,Partly Cloudy,-0.2,Saturday,No
1399,2024-12-14,Petite France,Centre-Ville,7,2,1,Partly Cloudy,-0.2,Saturday,No
1400,2024-12-14,Lingolsheim,Lingolsheim,12,6,3,Partly Cloudy,-0.2,Saturday,No
1401,2024-12-15,Gare Centrale,Gare,10,2,1,Sunny,-0.9,Sunday,No
1402,2024-12-15,Parc de lOrangerie,Orangerie,17,11,11,Sunny,-0.9,Sunday,No
1403,2024-12-15,Place Broglie,Centre-Ville,19,6,7,Sunny,-0.9,Sunday,No
1404,2024-12-15,Place de Haguenau,Haguenau,18,5,4,Sunny,-0.9,Sunday,No
1405,2024-12-15,Hopital Civil,Centre-Ville,12,4,4,Sunny,-0.9,Sunday,No
1406,2024-12-16,Place Broglie,Centre-Ville,7,4,5,Partly Cloudy,-1.5,Monday,No
1407,2024-12-16,Gare Centrale,Gare,18,18,21,Partly Cloudy,-1.5,Monday,No
1408,2024-12-16,Petite France,Centre-Ville,12,23,25,Partly Cloudy,-1.5,Monday,No
1409,2024-12-16,Porte de lHopital,Centre-Ville,10,11,11,Partly Cloudy,-1.5,Monday,No
1410,2024-12-17,Krutenau,Krutenau,10,8,7,Partly Cloudy,3.3,Tuesday,No
1411,2024-12-17,Gare Centrale,Gare,14,2,2,Partly Cloudy,3.3,Tuesday,No
1412,2024-12-17,Illkirch Graffenstaden,Illkirch,7,7,6,Partly Cloudy,3.3,Tuesday,No
1413,2024-12-17,Place de la Republique,Republique,19,7,8,Partly Cloudy,3.3,Tuesday,No
1414,2024-12-18,Meinau,Meinau,17,16,9,Cloudy,0.9,Wednesday,No
1415,2024-12-18,Place de la Republique,Republique,18,18,18,Cloudy,0.9,Wednesday,No
1416,2024-12-18,Place Arnold,Contades,19,9,11,Cloudy,0.9,Wednesday,No
1417,2024-12-18,Porte de lHopital,Centre-Ville,14,10,11,Cloudy,0.9,Wednesday,No
1418,2024-12-19,Parc de lOrangerie,Orangerie,9,6,7,Rainy,3.6,Thursday,No
1419,2024-12-19,Cronenbourg,Cronenbourg,8,6,4,Rainy,3.6,Thursday,No
1420,2024-12-19,Krutenau,Krutenau,19,3,2,Rainy,3.6,Thursday,No
1421,2024-12-20,Rue du Faubourg National,Gare,17,15,14,Cloudy,5.2,Friday,No
1422,2024-12-20,Quai des Bateliers,Centre-Ville,10,14,19,Cloudy,5.2,Friday,No
1423,2024-12-20,Petite France,Centre-Ville,8,24,21,Cloudy,5.2,Friday,No
1424,2024-12-20,Place de Bordeaux,Wacken,10,6,6,Cloudy,5.2,Friday,No
1425,2024-12-20,Neudorf Marche,Neudorf,19,4,5,Cloudy,5.2,Friday,No
1426,2024-12-21,Place de Bordeaux,Wacken,14,3,3,Partly Cloudy,1.2,Saturday,No
1427,2024-12-21,Illkirch Graffenstaden,Illkirch,9,9,11,Partly Cloudy,1.2,Saturday,No
1428,2024-12-21,Place de la Republique,Republique,9,8,6,Partly Cloudy,1.2,Saturday,No
1429,2024-12-21,Hopital Civil,Centre-Ville,10,7,9,Partly Cloudy,1.2,Saturday,No
1430,2024-12-22,Quai des Bateliers,Centre-Ville,14,1,1,Rainy,5.3,Sunday,No
1431,2024-12-22,Lingolsheim,Lingolsheim,9,3,3,Rainy,5.3,Sunday,No
1432,2024-12-22,Place de la Republique,Republique,17,4,2,Rainy,5.3,Sunday,No
1433,2024-12-22,Schiltigheim Centre,Schiltigheim,8,4,3,Rainy,5.3,Sunday,No
1434,2024-12-22,Illkirch Graffenstaden,Illkirch,19,1,1,Rainy,5.3,Sunday,No
1435,2024-12-23,Place Broglie,Centre-Ville,13,6,7,Rainy,1.2,Monday,No
1436,2024-12-23,Porte de lHopital,Centre-Ville,19,4,4,Rainy,1.2,Monday,No
1437,2024-12-23,Place de Haguenau,Haguenau,7,1,0,Rainy,1.2,Monday,No
1438,2024-12-24,Place de Haguenau,Haguenau,17,9,12,Rainy,-0.3,Tuesday,No
1439,2024-12-24,Parc de lOrangerie,Orangerie,10,3,2,Rainy,-0.3,Tuesday,No
1440,2024-12-24,Hopital Civil,Centre-Ville,14,4,3,Rainy,-0.3,Tuesday,No
1441,2024-12-24,Porte de lHopital,Centre-Ville,18,3,2,Rainy,-0.3,Tuesday,No
1442,2024-12-25,Schiltigheim Centre,Schiltigheim,19,3,3,Cloudy,3.8,Wednesday,Yes
1443,2024-12-25,Place de la Republique,Republique,14,2,1,Cloudy,3.8,Wednesday,Yes
1444,2024-12-25,Petite France,Centre-Ville,17,14,10,Cloudy,3.8,Wednesday,Yes
1445,2024-12-25,Quai des Bateliers,Centre-Ville,12,4,2,Cloudy,3.8,Wednesday,Yes
1446,2024-12-26,Meinau,Meinau,10,6,6,Sunny,6.6,Thursday,No
1447,2024-12-26,Parc de lOrangerie,Orangerie,9,24,23,Sunny,6.6,Thursday,No
1448,2024-12-26,Place de la Republique,Republique,18,27,29,Sunny,6.6,Thursday,No
1449,2024-12-26,Quai des Bateliers,Centre-Ville,9,22,15,Sunny,6.6,Thursday,No
1450,2024-12-26,Rue du Faubourg National,Gare,12,12,11,Sunny,6.6,Thursday,No
1451,2024-12-27,Rue du Faubourg National,Gare,18,17,17,Partly Cloudy,-0.7,Friday,No
1452,2024-12-27,Parc de lOrangerie,Orangerie,10,6,7,Partly Cloudy,-0.7,Friday,No
1453,2024-12-27,Place Arnold,Contades,13,7,4,Partly Cloudy,-0.7,Friday,No
1454,2024-12-28,Neudorf Marche,Neudorf,13,1,0,Rainy,2.6,Saturday,No
1455,2024-12-28,Lingolsheim,Lingolsheim,8,3,3,Rainy,2.6,Saturday,No
1456,2024-12-28,Campus Esplanade,Esplanade,19,1,1,Rainy,2.6,Saturday,No
1457,2024-12-28,Parlement Europeen,Wacken,18,5,6,Rainy,2.6,Saturday,No
1458,2024-12-28,Gare Centrale,Gare,9,2,1,Rainy,2.6,Saturday,No
1459,2024-12-29,Parc de lOrangerie,Orangerie,8,9,6,Partly Cloudy,-2.9,Sunday,No
1460,2024-12-29,Cathedrale,Centre-Ville,12,7,8,Partly Cloudy,-2.9,Sunday,No
1461,2024-12-29,Illkirch Graffenstaden,Illkirch,18,11,10,Partly Cloudy,-2.9,Sunday,No
1462,2024-12-30,Place de Haguenau,Haguenau,8,4,3,Snowy,2.0,Monday,No
1463,2024-12-30,Gare Centrale,Gare,10,1,1,Snowy,2.0,Monday,No
1464,2024-12-30,Cathedrale,Centre-Ville,8,5,3,Snowy,2.0,Monday,No
